,Review_title,Review_text,Ratings
13935,Delightful,"1.The camera is very good but it's better to use the regular camera Or 48mp mode than choosing macro lens for macro photography.
2.Front camera is also really good.
3.I think this is the best smartphone in this price range and also has a premium look and great built quality too.
4.No heating trouble is there,no battery drainage till now😀.
5.There no heating trouble while playing games too(pubg, free fire etc).
6.Overall it's a good smartphone with great specs.",4
13936,Worth the money,SUPERB PHONE WITH GREAT PERFORMANCE..I ALWAYS PREFER POCO FOR HIS BETTER PERFORMANCE THEN OTHER PHONES....,4
13937,Simply awesome,Awesome mobile... Great experience.... Battery backup is great... After full charge I used it 26hrs continuously.....Specially macro camera is superb... Those who likes photography this phone is best in this budget... & I suggest to buy it....,5
13938,Brilliant,"I am giving review after one month of use.
This phn is awsme ,camera is good , battery backup mind-blowing 1 day battery backup after hard use . charging time 1 hr 10mins, PUBG play super smooth nthng hang.
This is the best phn in the price segment.
Some pictures capture by this phn",5
13939,Really Nice,"Very Good Product In This Price Range.
1)In hand Feel 8/10
2)Battery 9/10
3)Gaming 8/10 -- Good Performs Bcz Of SD-720G You Can Play PUBGI Without Any Lags And No Heating Issue While Heavy Used.
4)Look 10/10
5)Camera 8/10

I have added some night mode,macro mode,pro mode pic's so you can see images ... and primary camera works good compare to redmi note 9 pro",4
13940,Worst experience ever!,"After 7 days of usages I'm writing this review...
Pros-* latest update of miui12 is phenomenal..Like I'm using apple device...
Processor speed is ultra fast...With snapdragon720G
*Camera quality of rear is awesome....It feel better than 64 megapixel of realme & samsung....Front camera is also awesome...U can go with smoothly without any hesitation u can purchase this device if u r camera lover...
*Battery backup is superb... Charging speed of 33w fast charger is like bullet train experience....
READ MORE",1
13941,Brilliant,"Phone is awesome

I have use this phone last 5 day better is too good fast charging seaport also

I have also play pubg in this phone overall very good phone",5
13942,Value-for-money,"Worth every penny
Pros :-
1.Sleek Design
2.Wifi reception
3.Battery Backup
4.Performance
5.Fast Charging
6.Fingerprint works great

Cons :-
1.No AMOLED display
2.Image Resolution can be better
(It over saturates the pictures)
3.phone is a bit weight to handle
4.No higher refresh rate (120Hz only)

Still we find apps which were banned in INDIA 😂",4
13943,Classy product,Awsome my small brother is very happy to get this phone awsome overall everything is perfect and fantastic,5
13944,Must buy!,"Excellent for the price, a really well rounded phone, was really impressed by the charging speed took 75 mins to go from 0-100 %, gaming and camera performace are also very good and miui has no ads. Poco M2 Pro is the better Redmi note 9 pro. Overall, I'm satisfied with the purchase.",5
13945,Terrific,"Well it’s been 2 days since I’m using this phone 6+64 GB version and here’s my review:
1)Processor: Blazingly fast as it’s more optimized than that of Snapdragon 730G. So this device is packed to it’s fullest to give u best speed and performance.

2)Camera: In camera dept. too this device doesn’t fail to mesmerize me. All the shots come really really good and on top of that it also comes with RAW mode and Movie Frame Video which is only found in Flagship Mobiles.

3)Gaming: I was wondering a...
READ MORE",5
13946,Best in the market!,I am so much glad to have this wonderful phone with massive features.. Jitna bolo kam hai phone k baray mein. Guys i highly recommend you to buy this phone literally as poco owner said. I don't see any adds in this phone thanks to poco,5
13947,Best in the market!,"I am very happy to get this phone in 12 pm sale I am lucky
Performance is outstanding charging also fast ⚡ I give 5 out of 5 star to this poco family....",5
13948,Very Good,Best phone and camera superb and valuable phone I love this ?,4
13949,Terrific purchase,"Writing this review from my poco m2 pro device after using it for 10+ days. First things first, the look and feel of the phone is much better than expected. The performance of the phone is excellent. I'm a moderate user and it handles all of it without much fuss. Ram management and multi tasking is great as is switching of apps. Camera is the average in this price range. Not too good not too bad, just average. My biggest issue with the display is that it is not bright enough. Maybe it's the s...
READ MORE",5
13950,Worth the money,"Giving review after 1 week of usage.

1. Battery back up is very good, it almost lasts 1 day on heavy usage. My mobile data was always on, still it lasts for 1 day
2. Most imp thing, 33w fast charger. 5000mah battery goes fully charged within 1hr 20mins. The type C usb port is also useful for fast data trasfer.
3. Sound/speaker is enough loud & good, clear.
4. Screen quality is good. Better than other mi or poco ph. Though if it gives AMOLED display, then it will make it best. But IPS disp...
READ MORE",4
13951,Simply awesome,"Really Amazing Phone in this price segment.
Absolutely fabulous.

Major pros that impressed me:

1. A massive 5020 mah battery with 33w fast charger in the box.
2. Camera performance was overall good
3. Power efficient processor(SD720G).
4. The Haptic feedback on this device is very good.
It uses z-shocker Haptics.
5. The display is quite bright with 450 nits brightness level.
6. Also we are getting a large cinematic display(6.67 inches).
7. The most significant one, the poco launch...
READ MORE",5
13952,Worth the money,"Well I am reviewing the device after one week of usage...
Pros:-
1) great design and build quality. Glass sandwich design
2) big screen for your entertainment..
3) great performance 720g really good at this price range..
4) great battery backup 5000mah works well.., and 33watt
Charger works well..
Cons:-
1) plastic frame not metal..., Just metal like finish
2) jio sim has high ping issue while you play pubg..
3) no high refresh rate 90hz or 120hz or even 60hz amoled would ...
READ MORE",4
13953,Good choice,"It's a great value for money phone. If you can get it in flash sale just go for it. It's far better than realme 6i. Doesn't heat, has great battery, ram management is great everything is good except the fact that it is *heavy* and it's not compact keep that in mind. Overall great phone.",4
13954,Classy product,"Worth Every Penny
iam writing this review after 6 days of usuage
best mobile for gamers who plays PUBG
its 720G processor makes game play awesome
Specs
1.battery(too good)
2.display
3.charging(charges upto 60%with in 30 min)
4.processor (720G chipset is very cool to use)
5.camera(bit average)
6.battery backup upto 7 hrs for PUBG
7.finger print sensor is excellent unlocks mobile with in 0.3sec
8.best and last thing is its poco launcher doesn't encourage ads not even a single add in 6 days
9.it...
READ MORE",5
13955,Pretty good,"I got the phone (POCO M2 PRO) on Aug-5 2020.I used this phone more than 2 weeks to given the final review and overall ratings...
This phone overall performance awesome😍
1)Camera - 4* Super. back camera is very good and the front camera is well on the sunlight.
2)Battery and charging - 5* Fantastic. 5000mah powerful battery and 33wts fast charger working fine. Really amazing battery stand up is good.
3) Display - 5* Nice. 6.7 inch HD display with Corning Gorilla glass 5 protection. watching...
READ MORE",4
13956,Value-for-money,"Nice camera , superb battery with 33w fast charger . Build quality is decent . Dislpay quality is average. Sound quality is quite good . But flipkart delivered it 2 days late from the promised date .
Same delivery issue with my other product .",4
13957,Perfect product!,"Best performance
Best battery 🔋 life/charger is best 33w.
Loudness of sound is average
Camera is good but take a picture warmer tone(yellowish-radish)
Display is good but not like Poco X2",5
13958,Super!,"Pros :
Very good battery backup
Large display
33w fast charger, charge in half hour
Good sound of speaker
No ads
Front and back gorila glass

Cons :
Rear camera our siturates
Case quality is not good it's average",5
13959,Brilliant,"Premium build quality and much better than Realme 6/6i
Pros
Snapdragon 720G is better than G90T because of it's efficiency and produces less heat so no bottleneck
Gorrila Glass 5 front and back
Premium loooks
33Wattt charger charges 50% in 25mins
Pubg runs great with GFX tools in 60fps
Haptics is better than all other budget phones
Last but not least 50000mAh battery
Cons
Camera is not as impressive as poco x2
60Hz
Screen size is too big so problem for small handed users",5
13960,Classy product,"Awesome phone. Really glad. You should go for it. Awesome look too. Till now battery backup is just awesome. Display quality is awesome.
I like to listen musics and watch videos. Just superb sound quality.

It's my first day of usage and till now I haven't found a single con. Just awesome.

Delivery is also awesome. Thanks Flipkart.",5
13961,Wonderful,"Well... Been using this phone since last august, an all round phone to be frank. Camera is decent and can take some impressive shots if you get the lighting right. Video capture is also good given the lack of any ois, but manual controls can really provide some uselfull tricks to get unique videos. 720g is no slouch when it comes to performance but may not be the best option if you are looking for a gaming phone. Lack of 5G is not really a con considering the present network infrastructure. T...
READ MORE",4
13962,Terrific purchase,"Normally flipkart delivers at the estimated date but in this case it was little delayed. I was really impatient to get the phone in hand.
This phone is a beast under 15k
Massive battery with very fast charging.
Smooth gaming experience with 720g processor
Gorilla glass 5 protection is a must for careless person like me
Personally i didn't like the camera much, it gives over saturated images and don't look natural but since i have a dslr i will hardly use the camera.
You can also use gcam to e...
READ MORE",5
13963,Not recommended at all,Its a below average phone... i was using lenovo k3 note its far better than tis phone.. my previous lenovo k3 note 8 and 5megapixel camera is far better than this 48 megapixel camera... poco m2 pro has Good processor snapdragon 720 G but there software is bad that's why i am faced network related problems everyday.... hello guy's pls don't buy this phone.. if you like poco then buy Poco x2 tats far better than this phone,1
13964,Must buy!,"I am fully satisfied with poco m2 pro...it's excellent battery backup...normal users can use 1.50 days...it's completely value of money...
Prose and cones after 10 days use...

Prose
1.excellent battery 5/5
2.camera not bad 4/5
3.big screen 6.67 Inch
4.offer price 6gb 65 14000 /value for money
5.fingerprint sensor is amazing
6.included back cover and screen gaurd
7 .33 fast charger..

Cones
1.network issue at bad network area..but it's very fast other area.
2.litle Wight..210 gm ..but it's ok...
READ MORE",5
13965,Pretty good,"Build quality is very good
Back cam is very good
Front cam is good
Battery life is very good tq for 33 watts charger providing us",4
13966,Must buy!,"Camera quality is very good
Battery charging speed is fast
But battery life is. Very long
Very good in the price range
Selfie camera is also awesome
Screen length is also good",5
13967,Really Nice,"1#Product is awaysome.
2#Camera is good but want's improve..
3#Battery Backup is good and charging is exclent which I espect..
4# It's fingerprint sensor & face unlock is very fast..
5# It's speaker output is average..
6# I saw some pre installed apps which gov. Has banned like-( hello, clean Master)
7# It's looks,design & build quality is very impressive. 👍
8# It's Large screen display 6.67inch producess a big look..
9# Value for money..",4
13968,Mind-blowing purchase,"It's true massive smartphone
Which has really No.1 Quality
I really like it's massive fast charging
And display quality & colors are excellent
I love it's 48 Quad camera & 5000 mAH battery
And yes this a great smartphone.",5
13969,Perfect product!,"For it's price this phone is a no brainer. I have been using this phone for a week and my review is as follows

Pros-

Battery is really awesome. The charging speed is also very good, the phone gets charged from 0 to 100 in 75-80 minutes.

Performance is also very good. If you want to play PUBG than I would suggest play in 40 fps, you can unlock 60 fps using gfx tool but I noticed on using the gfx tool phone heats up after 1 match but there is no heating at 40 fps.

Display for an IPS LCD s...
READ MORE",5
13970,Best in the market!,Currently it is the best phone in this price segment loving it😍But you should find a cover in the market because within a week it turns yellow and you use Gcam for better images it is comparatively better than stock camera,5
13971,Perfect product!,"More about the product after one day of usage
Pros
First impressions good looks and it's design
good sound
Finger print sensor and face unlock great
Touch and smoothness good
Fast charging works so good
Fast delivery than expected date
Cons
Little bit brightness issue on auto brightness
Low light photography is not up to the point

Overall the product is good then expected....:)",5
13972,Simply awesome,"I got phone on 31 st of July where no flash sale is there.. And fast delivery of phone on 4 of August 2020 ... Very much happy , phone was ekdum khatarnaak.. Love it 😍",5
13973,Awesome,"Phone review after using 2 month
About phone : Phone is look awsome
Camera: Camera is also good
Selfie camera also give good pictures on daylight.
Before these I'm using Vivo Z1Pro,. Which is also very good phone now swich on Poco M2 Pro n feel comfertable by switching it.
Final Predict: Highlly recomemnded to all who wants all Raunder mobile",5
13974,Excellent,I don't see any adds in this phone battery backup last for 2days with moderate use and fast charging is fantastic. Network connectivity is awsome. but it is big and little heavy phone. i highly recomment this phone. Good value for money phone. I'm satisfied with the purchase.,5
13975,Must buy!,"I have just received my product...just amazing ..i was lucky enough to get this device in flash sale ..
But somedays it feel like it produce too much blue light.. So my eyes are getting weak",5
13976,Good quality product,"Battery backup is good 👍👍👍1 days
Camera is good as expected 48 mp
Charging speed is good 33 watt support but 27 watt charger in the box
Processer is best 💯 no heating issue
Overall 4 star
A little disappointed calling problem and automatically restart when calling 😡😡😡",4
13977,Perfect product!,"It's awesome phn it's display very smooth work
I am happy with this product",5
13978,Slightly disappointed,"Its a good phone comparing its price.. I used it for last 5 days.. I discover some issues.
1.sound prblm while playing pubg
2.minimize prblm
3.bettery is not like 5000 mah.
Otherwise its a good phone..",2
13979,Good,"I think you should go for another phone in this range

Pro:
1. Batter good
2. Performance good
3. Super AMOLED screen is Excellent
4. No heat problem
5. Fast charging
6. Fast fingerprint and face-unlock.

Cons:
1. Night camera bery bad
2. Front camera is not good
3. Speaker voice is little low",3
13980,Pretty good,"Loved It
Value for Money

There is a Cinematic Frame in Video Option ♥
I Just Loved That Feature ♥

Except refresh rate everything is Fine

Waiting for MIUI 12 update",4
13981,Horrible,"I purchased this phone and soon after getting delivered I started to encounter various problems with it. I will list them to help every other buyer to take an informed decision.
1. Suddenly sometimes the sound stops, you cannot hear the audio of any kind of music, video, anything, neither can you hear the other persons voice on calls then you have to reboot it several times to get over with the problem

2. Saved contacts vanish from your phonebook one day and reappear the next day.

3. Sudd...
READ MORE",1
13982,Useless product,"After the 2 month use this phone is wrost, can't play call of duty mobile after the 5min it screen got black all the time. Finger scanner not working properly . Back camera glass has been broken just 2ft fall. And not so fast even realme 3 is better than poco m2 pro. Big disappointment😞",1
13983,Simply awesome,"Guy's this is one of the best ever mobile under 15000/-
Camera outstanding in night and a lot of sticker to capture pics ...
I got mobile on 16th December so after 100% charge in night at 10 pm then using so it will be two days using a lot of works in mobile like games, video, music etc ... Then on 17th December available 45% available at night 9 pm .
Sound quality is stereo speakers so quality is superb quality.
Display outstanding not Amoled but pics quality awesome..",5
13984,Terrific,"The phone is a king. It offers a good quality camera and a good battery. It is an all-rounder phone in this price segment. It comes with Snapdragon 720G chipset and the charger is a 33watt super charger which charges in 30min for 0% to 50% . The display is a good display and a prolonged display looking ,your eyes will not irritate. I always prefer this phone to buy.................",5
13985,Value-for-money,"Everything is good display , performance expect camera not i imagined the photos are little yellowish and it not looks good
Battery is also good and it charges full in less than 1.5 hrs bt if you want to buy camera phone don't go for it
But overall looking at the price the phone is very good",4
13986,Delightful,"Poco M2 pro is a premium looking phone at the price point.
Pros
Premium look
33w super fast charging with charger in box
Good processor
Good camera
Software experience is better than on redmi phones no adds till now
Less bloatware

Cons
Screen not up to the mark rather an ok screen
Phone is bit bulky
Camera software could be better
Speaker is not that loud.

Most importantly my mother whom I gifted the phone is SUPERHAPPY!
And that matters the Most!",4
13987,Worth every penny,"This is beast at this price point.
Pros:
Processor-720g is a beast, it can handle all games smoothly.
And daily task can be easily handled, Trust me.👍👌👌
Camera- not too good but ok.👍( i have included some photos take a look)
Front camera - decent, but don't expect much.
Display- full HD, nice no problem.
Finger print sensor - working very nice and side mounted gives good feel.
Charging - 33 w charger is very fast, charges the phone in 1 hr 20 mins.
Cons:
Little Heavy in weight.(209 g).",5
13988,Great product,This mobile is interesting and parformence is quite good display is very good camera is out of 5 in one word is best mobile in this sagment,5
13989,Great product,"My old device was redmi note 7 pro.
I choose this phone when compared with redmi note 9 pro max nothing difference except the camera module so I've choosen it. But after unboxing I came to know that poco is an awesome phone. I just feel like I'm using one plus 6t. Really awesome experience. Thank u poco team. And finally I conclude that poco is value for money.",5
13990,Good choice,hd display. good gaming. Got little heat up after just one pubg game. also got little heat up after charginh. good processor. perfect size. okayish camera. Good Design. A nice phone under this price range.,4
13991,Awesome,"Good mobile.... There are more features in camera..... But am not satisfied with night mode.......
Fantastic performance..... Overall good mobile.........
It's battery pack up is very good..... When I use i got about 36 hrs pack up from 95% to 1%.......and with 1% almost i used 10 mins.......",5
13992,Classy product,"The best phone for this budget,
* Descent camera, with pro colour mod which provides more colour full photos, and the camera app has all the features.
*superb battery and and good charging speed.
*Display is good, but can be improved with AMOLED.
*I feels a small vibration on the back panel when calling
*product quality was really better than other competitors.
*Game play is really good, (PUBG smooth- ultra) excellent performance. The Snapdragon 720g performs really good.
*phone contai...
READ MORE",5
13993,Terrific,Super sa be uper phone ha. Good performance nice build quality camera good fast charging 20% to 90% in 40 minutes I am very happy,5
13994,Wonderful,"I am writing this review after 10 days of usage.

First and foremost thing to know is that this is the best
Smart Phone under 15k.

Pros:
Fantastic battery life
Awesome charging
Superb performance
Good camera
Wowsome design
Good display(Amoled is just a bit more battery efficient and has deeper blacks)

Cons:
Nothing at all. Really, at this price I didn't expect for anything more.",5
13995,Worth every penny,"Writing this review after 3 weeks of usage.
Honestly, this is the best phone you can get at this price range. This phone with 5000 mAh massive battery lasts for more than 24 hours with moderate to heavy usage and charges at around 1 hour 15-20 minutes with its 33W Turbo fast charger.
With Snapdragon 720G processor, which itself is very power efficient, this phone gives beast performances in heavy duty games.
With 48MP Primary Camera and most importantly, 5 MP Macro Camera, the photos are real...
READ MORE",5
13996,Terrific purchase,"Superb Phone but could have been more

*Recommendation to dev*
I would have paid a thousand more if they had introduced Amoled display and 90hz refresh rates it could have been possible caz this device works on Snapdragon 720G.

1.Gaming experiece
Gaming hasn't been so great according to me. The in built gyroscope is a bit too sensitive and it's hard to control recoil in gun based games.

2. Camera
Picture quality is good and the macro camera takes pics that are outstanding. There is a bit c...
READ MORE",5
13997,Pretty good,"Nice 👍 velue for money product
Cemra- xilent
Gaming performance- best
Betry life - १००/१००
Charging speed- not feel ३३ wat fast 🔋🔌 but ets good 👍
Mobail look - best looking
Poco loncher - best
No ads 👍
Full satisfied I'm with poco m2 pro",4
13998,Wonderful,"Easily best choice for 15k.
Camera is average but with gcam it improves very much.
Battery backup is amazing. easily above 10hrs sot on moderate usage.
Charges fast in 75mins.
Performance is top notch.",4
13999,Best in the market!,I would like to prefer to buy 6ram 128 rom becoz the quality of image is too good and it takes 30mb of 48mp camera. Overall good 👍😎,5
14000,Nice product,"I will give 4stars because of the late delivery it delivered on the 15yh day. Delivery should be faster
Phone awesome fast charging superb battery backup is average 720 is awesome it's value for money",4
14001,Worth every penny,Value for money phone. Good battery backup and fast charging support. 33 watts charger included in the box. Comes with pre applied screen guard too. Excellent display and size.,5
14002,Excellent,Super awesome phone! Super fast delivery! Within just two days to thrissur. Thanks flipkart!,5
14003,Worth every penny,Best for this price. 720G is the best processor in this price range. The phone is bigger than expected. Good enough for basic gaming.,5
14004,Really Nice,"Not best but good and average mobile phone..having great features , I can say value formoney... Camera is not good in low light conditions.Also I've observed the browsing speed is slow with same Wi-Fi connection. And getting warm when you plugged in with charger...now it may be because of 33w fast charger. Given 3.5 star..!",4
14005,Brilliant,"I'm moving from iPhone 7. While checking for phones that are value for money i came across Samsung m21 & poco m2 pro. I had to sacrifice Amoled screen in samsung. Instead i got better performance, bigger display, 33w insane fast charger, awesome build. It feels like i have stepped into a different world. Offers best value for amount paid. Atleast should last for 3+ years. Fingers crossed.",5
14006,Nice,Not that much good product. At the starting mobile working as expected . But while using sound was not audible some times . Once if we switch off then on then only that sounding system was working fine . And also performance also not satisfied .,3
14007,Brilliant,"Using it since few days...

Initial impressions are really good.

Pros:
- Amazing Battery
- Fast charging the main highlight. Charges almost 13-15% in 10 mins.. depending upon the room temperature.
- 720G is a good power efficient processor.
- Screen is good.

Cons:
- Camera quality could be improved.
- Phone is on the heavier side.",5
14008,Terrific purchase,The phone is really very nice with good quality battery backup and camera.Overall performance is very good with touch compatibility and good charge capacity,5
14009,Must buy!,"Best in the segment.
6 days of usage, good battery backup and 33 watt charger is a damn fast, 60hz are actually great cant complain, coming to the processor snapdragon 720g is one of the best under 20k,
Overall great phone, go for it guys",5
14010,Awesome,"Got it today , nice build quality , and decent display.so far so good but still gonna test more .The best thing is its haptics , the vibration motor is very good for this price its close to flagship when it comes to haptics . The display quality is great , no adds so far , carrier services i.e network reception is great. It did came with banned apps but was able to delete them all. Battery backup is good so far and Charging speed is upto the mark. Camera is decent in initial impression.I'll u...
READ MORE",5
14011,Good quality product,"The phone is value for money, even after 14 months since it's launch,.. Got 6gb 64gb variant in 12k & for this price, it's perfect..

Still better than Narzo 30 & Realmi 8i..
The only cons is that you won't get 90 or 120 hrtz, and i didn't find that a big con.. It doesn't heats too much, Camera & Gaming, everything is balanced and I'll say if you're having any confusion, then just believe my words, buy this one.. It's a good product, and also regarding updats, when you stop getting updates in...
READ MORE",4
14012,Terrific,"So, I have been using this phone for over a couple of months now and this is going to be a highly detailed review (all pros and cons) of this phone.
If you are planning to buy this phone then I recommend you to go through this review once.

Here's the pros:

1. Camera is preety good with a 48mp primary sensor. It captures decently sharp and crisp images.

2. With a battery of 5000mAh capacity you can use this phone for atleast a full day without any problem (even if you are a gamer). It will ...
READ MORE",5
14013,Good quality product,Best product in best price .... With best experience...Phone charge fully in only 45 min .... Camera is so good ... Performance is. Good...But I request to buy 128 gb rom model ..64 gb is not sufficient..,4
14014,Great product,"One of the best Mobile under 15k and then slightly better than Redmi note 9 pro because poco comes with poco launcher . So, there is no ads like redmi mobiles and some bloatwares are there but they are uninstallable . So, we can delete unnecessary bloatwares. It comes with fast charger so it charges faster than Redmi note 9 pro.

Pros:

Camera
Performance
Battery
Display
Value for money

Cons :

Only Bloatwares ( But we are able to uninstall so no problem)

This is an all rounder Mobile......
READ MORE",5
14015,Brilliant,"The phone itself is too good for a normal user like me. I purchased the 6|64 gb version. The camera is fine. It's not like average as many people are complaining. The 33w charger ,SD 720G processor and 48MP quad camera setup are a good combo. There is no charging issue as well. Just calibrate the charging process by draining to zero and then charging full. On full charge it lasts a whole day when used average to high. Learn to use any phone camera properly , it will give good results. The on...
READ MORE",5
14016,better brands and mobile available.,"HONEST REVIEW AFTER 10 MONTHS OF USAGE

these are the problems I faced and may vary with other users.
1. even the phone is 6GB ram, I do not get a performance of 3gb. ram management is very poor. after opening 2-3 apps the earlier apps had to restart from the recent menu. the phone gets hanged if I use anything above low graphics in codmobile, which is never happy for a gb ram mobile.

2. refresh rate is 60hz but at times it's having glitches or it's not smooth.

3. earphone jack symbol show...
READ MORE",1
14017,Simply awesome,Awesome mobile... Great experience.... Battery backup is great... After full charge I used it 26hrs continuously.....Specially macro camera is superb... Those who likes photography this phone is best in this budget... & I suggest to buy it....,5
14018,Brilliant,"I am giving review after one month of use.
This phn is awsme ,camera is good , battery backup mind-blowing 1 day battery backup after hard use . charging time 1 hr 10mins, PUBG play super smooth nthng hang.
This is the best phn in the price segment.
Some pictures capture by this phn",5
14019,Really Nice,"Very Good Product In This Price Range.
1)In hand Feel 8/10
2)Battery 9/10
3)Gaming 8/10 -- Good Performs Bcz Of SD-720G You Can Play PUBGI Without Any Lags And No Heating Issue While Heavy Used.
4)Look 10/10
5)Camera 8/10

I have added some night mode,macro mode,pro mode pic's so you can see images ... and primary camera works good compare to redmi note 9 pro",4
14020,Worst experience ever!,"After 7 days of usages I'm writing this review...
Pros-* latest update of miui12 is phenomenal..Like I'm using apple device...
Processor speed is ultra fast...With snapdragon720G
*Camera quality of rear is awesome....It feel better than 64 megapixel of realme & samsung....Front camera is also awesome...U can go with smoothly without any hesitation u can purchase this device if u r camera lover...
*Battery backup is superb... Charging speed of 33w fast charger is like bullet train experience....
READ MORE",1
14021,Brilliant,"Phone is awesome

I have use this phone last 5 day better is too good fast charging seaport also

I have also play pubg in this phone overall very good phone",5
14022,Value-for-money,"Worth every penny
Pros :-
1.Sleek Design
2.Wifi reception
3.Battery Backup
4.Performance
5.Fast Charging
6.Fingerprint works great

Cons :-
1.No AMOLED display
2.Image Resolution can be better
(It over saturates the pictures)
3.phone is a bit weight to handle
4.No higher refresh rate (120Hz only)

Still we find apps which were banned in INDIA 😂",4
14023,Classy product,Awsome my small brother is very happy to get this phone awsome overall everything is perfect and fantastic,5
14024,Must buy!,"Excellent for the price, a really well rounded phone, was really impressed by the charging speed took 75 mins to go from 0-100 %, gaming and camera performace are also very good and miui has no ads. Poco M2 Pro is the better Redmi note 9 pro. Overall, I'm satisfied with the purchase.",5
14025,Terrific,"Well it’s been 2 days since I’m using this phone 6+64 GB version and here’s my review:
1)Processor: Blazingly fast as it’s more optimized than that of Snapdragon 730G. So this device is packed to it’s fullest to give u best speed and performance.

2)Camera: In camera dept. too this device doesn’t fail to mesmerize me. All the shots come really really good and on top of that it also comes with RAW mode and Movie Frame Video which is only found in Flagship Mobiles.

3)Gaming: I was wondering a...
READ MORE",5
14026,Best in the market!,I am so much glad to have this wonderful phone with massive features.. Jitna bolo kam hai phone k baray mein. Guys i highly recommend you to buy this phone literally as poco owner said. I don't see any adds in this phone thanks to poco,5
14027,Value-for-money,"Good 👍👍👍
Value for Money 💸💸💸",4
14028,Very Good,Very nice Same as shown but camera quality is little bit bad. And everything is perfect,4
14029,Great product,Good mobile battery backup was good,5
14030,Terrific,Nice phone,5
14031,Good,Good,3
14032,Very Good,very nice,4
14033,Utterly Disappointed,It could not charge and I will charge until 4 hours but it's show battery low,1
14034,Does the job,Average,3
14035,Best in the market!,Good,5
14036,Worthless,Too worst... Fully wasted.. full interrupted during calls,1
14037,Value-for-money,"Good 👍👍👍
Value for Money 💸💸💸",4
14038,Very Good,Very nice Same as shown but camera quality is little bit bad. And everything is perfect,4
14039,Great product,Good mobile battery backup was good,5
14040,Terrific,Nice phone,5
14041,Good,Good,3
14042,Very Good,very nice,4
14043,Utterly Disappointed,It could not charge and I will charge until 4 hours but it's show battery low,1
14044,Does the job,Average,3
14045,Best in the market!,Good,5
14046,Worthless,Too worst... Fully wasted.. full interrupted during calls,1
14047,Awesome,Good,5
14048,Terrible product,I purchased new one. Incoming call. Speaker is not working,1
14049,Just wow!,Good Product..,5
14050,Worth the money,Good,4
14051,Horrible,Wast phone not working properly,1
14052,Simply awesome,Nice,5
14053,Worth the money,Mobile is very nice and battery stands for more than one week.....,4
14054,Terrific purchase,Very nice product,5
14055,Must buy!,Worth,5
14056,Mind-blowing purchase,Fantastic mobile,5
14057,Perfect product!,Very good and very nice product.,5
14058,Mind-blowing purchase,Ok,5
14059,Delightful,Super performance,4
14060,Pretty good,Very good mobile.. thanks for flipkart 👍👍👍,4
14061,Mind-blowing purchase,Good future phone,5
14062,Moderate,Charger is not working,2
14063,Mind-blowing purchase,Good,5
14064,Excellent,Good mobile for all. Thanks flipkart..,5
14065,Worth every penny,"When you here karbonn k9 the best and classic vintage model. Now I can remember my childhood memories 🙈😊 let's come to the point.
1. This 2020 updated version is very impressive and 101% value for money.
2. Build quality is up to the mark.
3. Large and detailed display.
4. All regional languages available.
5. Speaker is awesome like mini speaker.
6. Wireless FM connectivity is perfect and and the output is very good.
7. YOU can extended up to 32 GB micro sd.
8. That's it.
9. Need to chec...
READ MORE",5
14066,Mind-blowing purchase,Excellent,5
14067,Wonderful,good,5
14068,Good quality product,Good,4
14069,Mind-blowing purchase,Nice,5
14070,Fabulous!,Super,5
14071,Just wow!,Good for basic use.,5
14072,Delightful,Ok,4
14073,Great product,Fantastic mobile value for money,5
14074,Very Good,I gifted it to my friends father.. they loved it...,4
14075,Must buy!,Good,5
14076,Good,Good,3
14077,Worth every penny,Good,5
14078,Terrific,👍 good,5
14079,Wonderful,Gud,5
14080,Worth the money,Superb ... mobile,4
14081,Excellent,Super Mobile,5
14082,Wonderful,Good,5
14083,Terrific purchase,Good phone,5
14084,Fair,Ok,3
14085,Waste of money!,Hang this phone,1
14086,Super!,Suppar,5
14087,Brilliant,Ok,5
14088,Worthless,Sim slots properly not working,1
14089,Simply awesome,Supar,5
14090,Pretty good,Good battery back up,4
14091,Worst experience ever!,Very very bad experience in this mobile signles are not connected and battery life very worst,1
14092,Fair,Good,3
14093,Wonderful,Nice phone,5
14094,Nice,Battery problem,3
14095,Best in the market!,Have to buy you,5
14096,Wonderful,It's ok,4
14097,Does the job,3 days use keypad not working,3
14098,Delightful,Good,4
14099,Terrific,Nice phone,5
14100,Worth the money,Super ❤️❤️❤️❤️,4
14101,Mind-blowing purchase,Nice,5
14102,Terrific,Very nice or better product,5
14103,Absolute rubbish!,Not charged and voice not clear in the call this is very bad product,1
14104,Great product,Nice,5
14105,Excellent,This phone is samplesate is good👍👍👍👍👍👍👍,5
14106,Decent product,Supar,3
14107,Highly recommended,Nice,5
14108,Not good,Charge not good,2
14109,Great product,Radhe Radhe 🌹🙏🥰💖 my all 🌎 friends 💞 love 💞 you 💞🌹🌺💐🌼🌿✨✨✨💝💝💝😊😊😊🙏🙏🙏,5
14110,Not good,Not a good product,2
14111,Classy product,Nice,5
14112,Terrific,Good,5
14113,Terrible product,It's not working properly,1
14114,Highly recommended,Good,5
14115,Perfect product!,I love korbon k9 I'm used 2012year,5
14116,Super!,Super mobile,5
14117,Classy product,Nice product,5
14118,Mind-blowing purchase,Nice super,5
14119,Hated it!,Charger is not working then what we can do,1
14120,Decent product,Not bad,3
14121,Very Good,Good,4
